loci_ID	Signal	including_genes
203	1	ENSG00000275832,ENSG00000276170,ENSG00000277363,ENSG00000274996,ENSG00000273604,ENSG00000275238,ENSG00000277969,ENSG00000275532,ENSG00000275023,ENSG00000275665,ENSG00000273627,ENSG00000279119,ENSG00000277972,ENSG00000276036,ENSG00000277258,ENSG00000277182,ENSG00000277791,ENSG00000274607,ENSG00000276293,ENSG00000273559,ENSG00000274054,ENSG00000275489,ENSG00000125691,ENSG00000252699,ENSG00000199293,ENSG00000244086,ENSG00000002834,ENSG00000263466,ENSG00000277057,ENSG00000265784,ENSG00000263874,ENSG00000204952,ENSG00000265428,ENSG00000266588,ENSG00000277426,ENSG00000266013,ENSG00000214553,ENSG00000266048,ENSG00000263818,ENSG00000161381,ENSG00000286443,ENSG00000141748,ENSG00000280177,ENSG00000266101,ENSG00000067191,ENSG00000108298,ENSG00000141750,ENSG00000265460,ENSG00000108306,ENSG00000266469,ENSG00000125686,ENSG00000167258,ENSG00000222777,ENSG00000273576,ENSG00000171532,ENSG00000214546,ENSG00000131771,ENSG00000131748,ENSG00000173991,ENSG00000141744,ENSG00000161395,ENSG00000141736,ENSG00000265178,ENSG00000141741,ENSG00000141738,ENSG00000161405,ENSG00000264663,ENSG00000226117,ENSG00000186075,ENSG00000073605,ENSG00000172057,ENSG00000204913,ENSG00000264968,ENSG00000167914,ENSG00000108344,ENSG00000265799,ENSG00000108342,ENSG00000008838,ENSG00000283721,ENSG00000238793,ENSG00000126351,ENSG00000126368,ENSG00000279199,ENSG00000188895,ENSG00000108349,ENSG00000284144,ENSG00000108352,ENSG00000274621,ENSG00000171475
328	1	ENSG00000094804,ENSG00000131759,ENSG00000287644,ENSG00000265666,ENSG00000278918,ENSG00000183153,ENSG00000266208,ENSG00000264655,ENSG00000252618,ENSG00000278346,ENSG00000131747,ENSG00000222881,ENSG00000240125,ENSG00000141753,ENSG00000279806,ENSG00000131746,ENSG00000266088,ENSG00000126353,ENSG00000279775,ENSG00000073584,ENSG00000264058,ENSG00000278834,ENSG00000213424,ENSG00000224244,ENSG00000167916,ENSG00000229028,ENSG00000204897,ENSG00000186393,ENSG00000171446,ENSG00000173908,ENSG00000264488,ENSG00000186395,ENSG00000167920,ENSG00000265359,ENSG00000187242,ENSG00000171431,ENSG00000234477,ENSG00000108244,ENSG00000196859,ENSG00000204889,ENSG00000212899,ENSG00000212900,ENSG00000226776,ENSG00000212901,ENSG00000221852,ENSG00000204887,ENSG00000221880,ENSG00000188581,ENSG00000212725,ENSG00000214518,ENSG00000212724,ENSG00000213417,ENSG00000237230,ENSG00000240871,ENSG00000287602,ENSG00000204880,ENSG00000241241,ENSG00000212722,ENSG00000212721,ENSG00000213416,ENSG00000198090,ENSG00000198271,ENSG00000171396,ENSG00000196156,ENSG00000244537,ENSG00000198443,ENSG00000251439,ENSG00000240542,ENSG00000248807,ENSG00000239886,ENSG00000204873,ENSG00000187272,ENSG00000241595,ENSG00000198083,ENSG00000212659,ENSG00000229351,ENSG00000180386,ENSG00000237183,ENSG00000212658,ENSG00000212657,ENSG00000186860,ENSG00000233014,ENSG00000108516,ENSG00000006059,ENSG00000131738,ENSG00000131737,ENSG00000094796,ENSG00000234859,ENSG00000225438,ENSG00000108417,ENSG00000171360,ENSG00000236473,ENSG00000108759,ENSG00000223125,ENSG00000197079,ENSG00000126337
204	1	ENSG00000171401,ENSG00000229732,ENSG00000171346,ENSG00000283796,ENSG00000171345,ENSG00000226629,ENSG00000171403,ENSG00000186847,ENSG00000186832,ENSG00000128422,ENSG00000289252,ENSG00000214514,ENSG00000278954,ENSG00000173812,ENSG00000184502,ENSG00000173805,ENSG00000201920,ENSG00000239542,ENSG00000173801,ENSG00000141696,ENSG00000141756,ENSG00000141698,ENSG00000161594,ENSG00000259623,ENSG00000178502,ENSG00000131473,ENSG00000274630,ENSG00000204815,ENSG00000173786,ENSG00000168259,ENSG00000168256,ENSG00000187595,ENSG00000267221,ENSG00000108771,ENSG00000108773,ENSG00000267261,ENSG00000260325,ENSG00000108774,ENSG00000267658,ENSG00000089558,ENSG00000161610,ENSG00000167925,ENSG00000173757,ENSG00000280295,ENSG00000267758,ENSG00000236194,ENSG00000278829,ENSG00000126561,ENSG00000168610,ENSG00000177469,ENSG00000289579,ENSG00000238704,ENSG00000033627,ENSG00000264314,ENSG00000267222,ENSG00000267632,ENSG00000283929,ENSG00000267185,ENSG00000108784,ENSG00000266929,ENSG00000108785,ENSG00000266962,ENSG00000108786,ENSG00000068120,ENSG00000108788,ENSG00000131470,ENSG00000287710,ENSG00000141699,ENSG00000280183,ENSG00000131462,ENSG00000267189,ENSG00000267132,ENSG00000037042,ENSG00000068137,ENSG00000184451,ENSG00000267042,ENSG00000108797,ENSG00000267765,ENSG00000108799,ENSG00000275273,ENSG00000239671,ENSG00000273650,ENSG00000214578,ENSG00000197291,ENSG00000131477,ENSG00000131475,ENSG00000126562,ENSG00000183978,ENSG00000176563,ENSG00000126581,ENSG00000278447,ENSG00000131467,ENSG00000131480,ENSG00000131471,ENSG00000260105,ENSG00000213373,ENSG00000252039,ENSG00000131482,ENSG00000212149,ENSG00000266967,ENSG00000108825,ENSG00000267060,ENSG00000198863,ENSG00000131469,ENSG00000068079,ENSG00000108828,ENSG00000108830,ENSG00000012048,ENSG00000240828,ENSG00000198496,ENSG00000285057,ENSG00000267681,ENSG00000267002,ENSG00000267595,ENSG00000267340,ENSG00000188554,ENSG00000184988,ENSG00000236383,ENSG00000274585,ENSG00000275616,ENSG00000273709,ENSG00000274432,ENSG00000278048,ENSG00000276596,ENSG00000277903,ENSG00000278774,ENSG00000274862,ENSG00000274062,ENSG00000274452,ENSG00000275219,ENSG00000278591,ENSG00000188825,ENSG00000279602,ENSG00000277084,ENSG00000288909,ENSG00000252882,ENSG00000175906,ENSG00000251763,ENSG00000267151,ENSG00000284344,ENSG00000252279,ENSG00000252729,ENSG00000237888,ENSG00000067596,ENSG00000175832,ENSG00000278109,ENSG00000005102,ENSG00000267440,ENSG00000267253,ENSG00000167941,ENSG00000108861,ENSG00000231256,ENSG00000267604,ENSG00000161647,ENSG00000161649
329	1	ENSG00000120088,ENSG00000264589,ENSG00000185294,ENSG00000186868,ENSG00000279685,ENSG00000262881,ENSG00000274883,ENSG00000256762,ENSG00000120071,ENSG00000262372,ENSG00000214401,ENSG00000238723,ENSG00000262500,ENSG00000262539,ENSG00000261575,ENSG00000228696,ENSG00000176681,ENSG00000265411,ENSG00000260075,ENSG00000266497,ENSG00000238083,ENSG00000185829,ENSG00000265315,ENSG00000232300,ENSG00000073969,ENSG00000213326,ENSG00000108379,ENSG00000158955,ENSG00000262031,ENSG00000261886,ENSG00000210709,ENSG00000108433,ENSG00000262633,ENSG00000264999,ENSG00000179673,ENSG00000263142,ENSG00000262879,ENSG00000277198,ENSG00000004897,ENSG00000239291,ENSG00000262265,ENSG00000261872,ENSG00000198336,ENSG00000259207,ENSG00000259753,ENSG00000238419,ENSG00000276790,ENSG00000263293,ENSG00000178852,ENSG00000253347,ENSG00000228782,ENSG00000141279,ENSG00000206734,ENSG00000263766,ENSG00000108424,ENSG00000264558,ENSG00000198933,ENSG00000073861
330	1	ENSG00000006025,ENSG00000159111,ENSG00000141294,ENSG00000141295,ENSG00000189120,ENSG00000264243,ENSG00000266821,ENSG00000264920,ENSG00000167182,ENSG00000234494,ENSG00000266601,ENSG00000108439,ENSG00000263798,ENSG00000264019,ENSG00000167183,ENSG00000108465,ENSG00000264701,ENSG00000289599,ENSG00000005243,ENSG00000207947,ENSG00000263412,ENSG00000082641,ENSG00000266341,ENSG00000278765,ENSG00000108468,ENSG00000206954,ENSG00000002919,ENSG00000141293,ENSG00000221739,ENSG00000263787,ENSG00000207306,ENSG00000235300,ENSG00000266222,ENSG00000200538,ENSG00000264451,ENSG00000206805,ENSG00000120094,ENSG00000173917,ENSG00000230148,ENSG00000120093,ENSG00000233101,ENSG00000239552,ENSG00000182742,ENSG00000257178,ENSG00000284038,ENSG00000120075,ENSG00000108511,ENSG00000260027,ENSG00000120068,ENSG00000170689,ENSG00000242207,ENSG00000210741,ENSG00000272763,ENSG00000244649,ENSG00000244559,ENSG00000242067,ENSG00000241788,ENSG00000159182,ENSG00000229637,ENSG00000273750,ENSG00000277542,ENSG00000263602,ENSG00000159184,ENSG00000242407,ENSG00000170703,ENSG00000244514,ENSG00000136436,ENSG00000248278,ENSG00000212565,ENSG00000248895,ENSG00000159199,ENSG00000270781,ENSG00000159202,ENSG00000159210,ENSG00000230532,ENSG00000289021,ENSG00000200903,ENSG00000238804,ENSG00000159224,ENSG00000250838,ENSG00000159217,ENSG00000251461,ENSG00000255851,ENSG00000252636,ENSG00000251550,ENSG00000248883,ENSG00000167080,ENSG00000240995,ENSG00000167083,ENSG00000108798,ENSG00000173868,ENSG00000177369,ENSG00000273500,ENSG00000198740,ENSG00000248714,ENSG00000262039,ENSG00000250948,ENSG00000186244,ENSG00000167085,ENSG00000250186,ENSG00000207127,ENSG00000229944,ENSG00000249497,ENSG00000279036,ENSG00000064300,ENSG00000249906,ENSG00000277478,ENSG00000250310,ENSG00000182575,ENSG00000121067,ENSG00000121073,ENSG00000250751
205	1	ENSG00000262079,ENSG00000108960,ENSG00000261873,ENSG00000236319,ENSG00000262135,ENSG00000200107,ENSG00000289016,ENSG00000166292,ENSG00000141179,ENSG00000262052,ENSG00000153930,ENSG00000261882,ENSG00000279606,ENSG00000243058,ENSG00000183691,ENSG00000214226,ENSG00000283209,ENSG00000153933,ENSG00000121060,ENSG00000212469,ENSG00000262408,ENSG00000262112,ENSG00000284542,ENSG00000274213,ENSG00000121058,ENSG00000262298,ENSG00000262623,ENSG00000121064,ENSG00000263120,ENSG00000261192,ENSG00000263004,ENSG00000121057,ENSG00000263089,ENSG00000285785,ENSG00000286732,ENSG00000153944,ENSG00000279555,ENSG00000279281,ENSG00000266100,ENSG00000280028,ENSG00000263499,ENSG00000242889,ENSG00000238447,ENSG00000166329,ENSG00000265542,ENSG00000222976,ENSG00000181610,ENSG00000180891,ENSG00000264914,ENSG00000278642,ENSG00000136451,ENSG00000280233,ENSG00000266086,ENSG00000264112,ENSG00000136450,ENSG00000279069,ENSG00000285930,ENSG00000266290,ENSG00000264364,ENSG00000279207,ENSG00000141194,ENSG00000229590,ENSG00000255713,ENSG00000121053,ENSG00000278627,ENSG00000011143,ENSG00000167419,ENSG00000287337,ENSG00000286788,ENSG00000005381
206	1	ENSG00000285897,ENSG00000108375,ENSG00000176160,ENSG00000266648,ENSG00000108389,ENSG00000289147,ENSG00000264672,ENSG00000108387,ENSG00000121101,ENSG00000212195,ENSG00000288943,ENSG00000266826,ENSG00000199426,ENSG00000266561,ENSG00000206917,ENSG00000200997,ENSG00000108384,ENSG00000274198,ENSG00000175175,ENSG00000276601,ENSG00000251865,ENSG00000241462,ENSG00000275680,ENSG00000263938,ENSG00000108395,ENSG00000263558,ENSG00000224738,ENSG00000182628,ENSG00000252212,ENSG00000211514,ENSG00000207996,ENSG00000068489,ENSG00000266537,ENSG00000265303,ENSG00000265415,ENSG00000167447,ENSG00000153982,ENSG00000207235,ENSG00000271063,ENSG00000175155,ENSG00000278863,ENSG00000263857,ENSG00000266002,ENSG00000265313,ENSG00000200889,ENSG00000108406,ENSG00000273702,ENSG00000141367,ENSG00000141378,ENSG00000062716,ENSG00000267637,ENSG00000284190,ENSG00000201524,ENSG00000108423,ENSG00000270264,ENSG00000108443,ENSG00000241913,ENSG00000267318,ENSG00000189050,ENSG00000267104,ENSG00000267302,ENSG00000266992,ENSG00000238283,ENSG00000287664,ENSG00000275860,ENSG00000274378,ENSG00000068097,ENSG00000264049,ENSG00000267526,ENSG00000267416,ENSG00000261040,ENSG00000280852,ENSG00000267295,ENSG00000267248,ENSG00000277532,ENSG00000286435,ENSG00000267095,ENSG00000167434,ENSG00000170832,ENSG00000252577,ENSG00000241157,ENSG00000275562,ENSG00000271626,ENSG00000141371,ENSG00000213228,ENSG00000062725,ENSG00000270553,ENSG00000259349,ENSG00000267678,ENSG00000267772,ENSG00000266943,ENSG00000170836,ENSG00000200013,ENSG00000141376,ENSG00000239932,ENSG00000224011,ENSG00000252534,ENSG00000267083,ENSG00000254114,ENSG00000264322,ENSG00000267207,ENSG00000267449,ENSG00000227694,ENSG00000286997
331	1	ENSG00000273982,ENSG00000267131,ENSG00000266934,ENSG00000267280,ENSG00000121068,ENSG00000187013,ENSG00000121075,ENSG00000267137,ENSG00000253506,ENSG00000136492,ENSG00000108506,ENSG00000202361,ENSG00000108510,ENSG00000279133,ENSG00000242398,ENSG00000285879,ENSG00000200842,ENSG00000289293,ENSG00000207123,ENSG00000266066,ENSG00000266365,ENSG00000266647,ENSG00000188755,ENSG00000263887,ENSG00000242123,ENSG00000172421,ENSG00000239809,ENSG00000251981,ENSG00000239527,ENSG00000087995,ENSG00000146872,ENSG00000239246,ENSG00000264546,ENSG00000277463,ENSG00000274565,ENSG00000011028,ENSG00000207382,ENSG00000279713,ENSG00000199697,ENSG00000265702,ENSG00000173838,ENSG00000287457,ENSG00000265000,ENSG00000264907,ENSG00000283538,ENSG00000207552,ENSG00000265262,ENSG00000170921,ENSG00000270324,ENSG00000272164,ENSG00000272383,ENSG00000264513,ENSG00000264529,ENSG00000233635,ENSG00000263501,ENSG00000271919,ENSG00000226797,ENSG00000263644,ENSG00000271749,ENSG00000265282,ENSG00000008283,ENSG00000265971,ENSG00000228979,ENSG00000159640,ENSG00000264813,ENSG00000224353,ENSG00000173826,ENSG00000136485,ENSG00000288894,ENSG00000200560,ENSG00000136463,ENSG00000270587,ENSG00000198909,ENSG00000263883,ENSG00000266173,ENSG00000136490,ENSG00000279369,ENSG00000125695,ENSG00000108588,ENSG00000198231,ENSG00000108592,ENSG00000087191,ENSG00000108604,ENSG00000240280,ENSG00000213218,ENSG00000136487,ENSG00000259533,ENSG00000136488,ENSG00000259333,ENSG00000204414,ENSG00000259384,ENSG00000285947,ENSG00000007312
207	1	ENSG00000260785,ENSG00000238759,ENSG00000225818,ENSG00000228118,ENSG00000286387,ENSG00000283517,ENSG00000228639,ENSG00000256124,ENSG00000288605,ENSG00000234899,ENSG00000226101,ENSG00000125398,ENSG00000227036,ENSG00000264026,ENSG00000263680,ENSG00000243514,ENSG00000263893,ENSG00000133195,ENSG00000200783,ENSG00000252274,ENSG00000264196,ENSG00000266501,ENSG00000265469,ENSG00000264860,ENSG00000180616,ENSG00000166685,ENSG00000277728,ENSG00000133193,ENSG00000141219,ENSG00000265010,ENSG00000187959,ENSG00000179604,ENSG00000069188,ENSG00000264985,ENSG00000264750,ENSG00000265935,ENSG00000263574,ENSG00000177338,ENSG00000234721,ENSG00000265927,ENSG00000266765,ENSG00000288006,ENSG00000285648
208	1	ENSG00000263718,ENSG00000265121,ENSG00000184640,ENSG00000266998,ENSG00000287257,ENSG00000264060,ENSG00000200651,ENSG00000279801,ENSG00000267263,ENSG00000267016,ENSG00000267665,ENSG00000267506,ENSG00000286534,ENSG00000267466,ENSG00000279572,ENSG00000285535,ENSG00000267790,ENSG00000204283,ENSG00000238898,ENSG00000078687,ENSG00000279600,ENSG00000267463,ENSG00000238658,ENSG00000141524,ENSG00000167895,ENSG00000187997,ENSG00000267679,ENSG00000108639,ENSG00000167900,ENSG00000183077,ENSG00000267624,ENSG00000089685,ENSG00000204278,ENSG00000283914,ENSG00000267676,ENSG00000279886,ENSG00000204277,ENSG00000267737,ENSG00000184557,ENSG00000266970,ENSG00000243870,ENSG00000087157,ENSG00000200063,ENSG00000187775,ENSG00000267432,ENSG00000267770,ENSG00000243426,ENSG00000267123,ENSG00000108669,ENSG00000279570,ENSG00000252391,ENSG00000055483,ENSG00000287539,ENSG00000267355,ENSG00000035862,ENSG00000267601,ENSG00000178404,ENSG00000279339,ENSG00000267491,ENSG00000108679,ENSG00000171302,ENSG00000265096,ENSG00000173918,ENSG00000167280,ENSG00000167281,ENSG00000266711,ENSG00000263278,ENSG00000266665,ENSG00000267719,ENSG00000182156,ENSG00000173894,ENSG00000141570,ENSG00000262768,ENSG00000262772,ENSG00000141582,ENSG00000262343,ENSG00000262585,ENSG00000262188,ENSG00000275516
332	1	ENSG00000167291,ENSG00000262172,ENSG00000261978,ENSG00000141519,ENSG00000265561,ENSG00000171298,ENSG00000141543,ENSG00000279259,ENSG00000275479,ENSG00000141527,ENSG00000262580,ENSG00000181523,ENSG00000181045,ENSG00000173821,ENSG00000262979,ENSG00000276863,ENSG00000280248,ENSG00000263069,ENSG00000173818,ENSG00000264961,ENSG00000260369,ENSG00000279273,ENSG00000171246,ENSG00000262000,ENSG00000271340,ENSG00000213128,ENSG00000141564,ENSG00000232083,ENSG00000262833,ENSG00000287403,ENSG00000262313,ENSG00000262662,ENSG00000261924,ENSG00000240270,ENSG00000176108,ENSG00000263218,ENSG00000280351,ENSG00000262873,ENSG00000262098,ENSG00000226137,ENSG00000175866,ENSG00000181409,ENSG00000207736,ENSG00000211563,ENSG00000283604,ENSG00000221025,ENSG00000263167,ENSG00000225180,ENSG00000141577,ENSG00000262115,ENSG00000167302,ENSG00000260005,ENSG00000224877,ENSG00000157637,ENSG00000276101,ENSG00000279187,ENSG00000185168,ENSG00000185332,ENSG00000287431,ENSG00000263154,ENSG00000262223,ENSG00000274833,ENSG00000262877,ENSG00000266074,ENSG00000279692,ENSG00000266392,ENSG00000266189,ENSG00000263271,ENSG00000278200,ENSG00000289140,ENSG00000184009,ENSG00000229848,ENSG00000289182,ENSG00000186765,ENSG00000185504,ENSG00000182446,ENSG00000207021,ENSG00000182612,ENSG00000185527,ENSG00000204237,ENSG00000185298,ENSG00000214087,ENSG00000185359,ENSG00000277784,ENSG00000275902,ENSG00000262049,ENSG00000262814,ENSG00000262660,ENSG00000183048,ENSG00000215644,ENSG00000225663,ENSG00000182676,ENSG00000185624,ENSG00000262831,ENSG00000278876,ENSG00000262413,ENSG00000141522,ENSG00000263731,ENSG00000263859,ENSG00000183684,ENSG00000141552,ENSG00000183979,ENSG00000185813,ENSG00000187531,ENSG00000197063,ENSG00000264769,ENSG00000265688,ENSG00000183010,ENSG00000263585,ENSG00000185105,ENSG00000235296,ENSG00000185269,ENSG00000264735,ENSG00000169696,ENSG00000169689,ENSG00000169683,ENSG00000169750,ENSG00000169738,ENSG00000279372,ENSG00000264569,ENSG00000169733,ENSG00000169727,ENSG00000169718,ENSG00000169710,ENSG00000176155,ENSG00000265678,ENSG00000266654,ENSG00000264548,ENSG00000141526,ENSG00000284574,ENSG00000141551,ENSG00000275888,ENSG00000280407,ENSG00000287737,ENSG00000265692,ENSG00000260563,ENSG00000173762,ENSG00000141574,ENSG00000182459,ENSG00000278964,ENSG00000181408,ENSG00000260011,ENSG00000181396,ENSG00000264812,ENSG00000201239,ENSG00000169660,ENSG00000279066,ENSG00000178927,ENSG00000287193,ENSG00000265458,ENSG00000141562,ENSG00000279744,ENSG00000266445,ENSG00000266236,ENSG00000141568,ENSG00000265136,ENSG00000262652,ENSG00000262147,ENSG00000261845,ENSG00000141580,ENSG00000279613,ENSG00000266107
333	1	ENSG00000132204,ENSG00000199197,ENSG00000263396,ENSG00000265417,ENSG00000266602,ENSG00000266450,ENSG00000264080,ENSG00000263745,ENSG00000264189,ENSG00000286975,ENSG00000101574,ENSG00000238575,ENSG00000266783,ENSG00000264150,ENSG00000080986,ENSG00000235422,ENSG00000202224,ENSG00000200875,ENSG00000266405,ENSG00000101596,ENSG00000266049,ENSG00000207034,ENSG00000289061,ENSG00000132205,ENSG00000101577,ENSG00000272625,ENSG00000263606,ENSG00000265907,ENSG00000266397,ENSG00000264186,ENSG00000277447,ENSG00000252258,ENSG00000101605,ENSG00000252353,ENSG00000265399,ENSG00000272688,ENSG00000101608,ENSG00000264235,ENSG00000118680,ENSG00000266578,ENSG00000259256,ENSG00000240364,ENSG00000265243,ENSG00000243720,ENSG00000177426,ENSG00000263460,ENSG00000266835,ENSG00000241223,ENSG00000266373,ENSG00000177337,ENSG00000262001,ENSG00000266401,ENSG00000266513,ENSG00000263724,ENSG00000275518,ENSG00000207278,ENSG00000263878,ENSG00000250933
209	1	ENSG00000263682,ENSG00000267051,ENSG00000273119,ENSG00000267564,ENSG00000267425,ENSG00000267252,ENSG00000267371,ENSG00000236396,ENSG00000267794,ENSG00000257513,ENSG00000267143,ENSG00000267773,ENSG00000283492,ENSG00000260759,ENSG00000141404,ENSG00000267333,ENSG00000286812,ENSG00000267455,ENSG00000255112,ENSG00000267165,ENSG00000272703,ENSG00000154889,ENSG00000273141,ENSG00000267079,ENSG00000267661,ENSG00000141401,ENSG00000266955,ENSG00000267480,ENSG00000266995,ENSG00000267292,ENSG00000212712,ENSG00000267533,ENSG00000256616,ENSG00000267722,ENSG00000267478,ENSG00000181626,ENSG00000200827,ENSG00000267162,ENSG00000267116,ENSG00000279285,ENSG00000267643,ENSG00000267733,ENSG00000267076,ENSG00000267247,ENSG00000267663,ENSG00000176194,ENSG00000289550,ENSG00000280302,ENSG00000267069,ENSG00000199702,ENSG00000176014,ENSG00000141385,ENSG00000251937,ENSG00000141391,ENSG00000267108,ENSG00000267199,ENSG00000134278,ENSG00000267515,ENSG00000128789,ENSG00000101624,ENSG00000267249,ENSG00000266961,ENSG00000260302,ENSG00000201466,ENSG00000175354,ENSG00000267570,ENSG00000267336,ENSG00000085415,ENSG00000266969,ENSG00000101639,ENSG00000267656,ENSG00000267032,ENSG00000267286,ENSG00000267239,ENSG00000168675,ENSG00000267177,ENSG00000279020,ENSG00000286926,ENSG00000279275,ENSG00000267393,ENSG00000267690,ENSG00000266146,ENSG00000267694,ENSG00000267529,ENSG00000267366,ENSG00000267136,ENSG00000267503,ENSG00000263527,ENSG00000266954,ENSG00000177150,ENSG00000279962,ENSG00000242707,ENSG00000101654,ENSG00000288839,ENSG00000176136,ENSG00000185231,ENSG00000243779,ENSG00000279352,ENSG00000270469,ENSG00000175322,ENSG00000267756,ENSG00000267150,ENSG00000267356,ENSG00000267704,ENSG00000267324,ENSG00000175319,ENSG00000186481,ENSG00000212329,ENSG00000266145,ENSG00000283294,ENSG00000274214
334	1	ENSG00000278933,ENSG00000267716,ENSG00000202060,ENSG00000285550,ENSG00000267337,ENSG00000267573,ENSG00000277899,ENSG00000267414,ENSG00000152217,ENSG00000280365,ENSG00000265957,ENSG00000279319,ENSG00000267101,ENSG00000132874,ENSG00000267097,ENSG00000266988,ENSG00000285790,ENSG00000267354,ENSG00000287943,ENSG00000267193,ENSG00000266968,ENSG00000288545,ENSG00000141469,ENSG00000267558,ENSG00000197046,ENSG00000152223,ENSG00000152229,ENSG00000222179,ENSG00000267293,ENSG00000252034,ENSG00000152234,ENSG00000152240,ENSG00000251939,ENSG00000152242
210	1	ENSG00000266582,ENSG00000279367,ENSG00000261307,ENSG00000267156,ENSG00000267187,ENSG00000175387,ENSG00000267541,ENSG00000279707,ENSG00000269365,ENSG00000279366,ENSG00000184828,ENSG00000278891,ENSG00000286583,ENSG00000206944,ENSG00000280197,ENSG00000200872,ENSG00000277907,ENSG00000266984,ENSG00000134030,ENSG00000278983,ENSG00000279629,ENSG00000266276,ENSG00000267762,ENSG00000279250,ENSG00000267764,ENSG00000101665,ENSG00000266905,ENSG00000280335,ENSG00000264269,ENSG00000141627,ENSG00000263849,ENSG00000265128,ENSG00000266696,ENSG00000263895,ENSG00000287518,ENSG00000264971,ENSG00000177576,ENSG00000215472,ENSG00000263916,ENSG00000265496,ENSG00000284239,ENSG00000265681,ENSG00000202093,ENSG00000206602,ENSG00000271982,ENSG00000265182,ENSG00000264464,ENSG00000101670,ENSG00000267444,ENSG00000267674,ENSG00000167315,ENSG00000266997,ENSG00000267322,ENSG00000251992,ENSG00000252139,ENSG00000201668
335	1	ENSG00000167306,ENSG00000200527,ENSG00000267196,ENSG00000267511,ENSG00000267591,ENSG00000283343,ENSG00000240663,ENSG00000172361,ENSG00000277310,ENSG00000141644,ENSG00000154832,ENSG00000267695,ENSG00000274930,ENSG00000251997,ENSG00000154839,ENSG00000239780,ENSG00000141639,ENSG00000287381,ENSG00000267713,ENSG00000134042,ENSG00000267233,ENSG00000239689,ENSG00000082212,ENSG00000200752,ENSG00000141642,ENSG00000267699,ENSG00000141646,ENSG00000267717,ENSG00000176624,ENSG00000207154,ENSG00000227115,ENSG00000266201,ENSG00000266003,ENSG00000265402,ENSG00000265712,ENSG00000215457,ENSG00000286283,ENSG00000285695,ENSG00000266335,ENSG00000187323,ENSG00000280098,ENSG00000273762
211	1	ENSG00000081923,ENSG00000202159,ENSG00000231544,ENSG00000267209,ENSG00000235028,ENSG00000049759,ENSG00000267743,ENSG00000267504,ENSG00000267396,ENSG00000267675,ENSG00000267391,ENSG00000284440,ENSG00000207778,ENSG00000276403,ENSG00000198796,ENSG00000274354,ENSG00000267257,ENSG00000267579,ENSG00000252284,ENSG00000239659,ENSG00000275418,ENSG00000267226,ENSG00000172175,ENSG00000267476,ENSG00000266946,ENSG00000267705,ENSG00000267501,ENSG00000201598,ENSG00000267593,ENSG00000199713,ENSG00000074657,ENSG00000251870,ENSG00000224367,ENSG00000267215,ENSG00000166562,ENSG00000134443,ENSG00000134438,ENSG00000166569,ENSG00000074695,ENSG00000267677,ENSG00000183287,ENSG00000267000,ENSG00000267061,ENSG00000267269,ENSG00000267774,ENSG00000273664,ENSG00000224161,ENSG00000267486,ENSG00000267669,ENSG00000141682,ENSG00000267066,ENSG00000267497,ENSG00000239398,ENSG00000256704,ENSG00000267462,ENSG00000267742,ENSG00000252555,ENSG00000267686,ENSG00000242060,ENSG00000202468,ENSG00000267620,ENSG00000267401,ENSG00000285681,ENSG00000166603,ENSG00000267400,ENSG00000266915,ENSG00000267687,ENSG00000267382,ENSG00000267153
212	1	ENSG00000287907,ENSG00000265425,ENSG00000263355,ENSG00000264697,ENSG00000166479,ENSG00000150636,ENSG00000276092,ENSG00000263637,ENSG00000207072,ENSG00000264444,ENSG00000264472,ENSG00000273584,ENSG00000264236,ENSG00000264705,ENSG00000285748,ENSG00000278532,ENSG00000206052,ENSG00000264845,ENSG00000265643,ENSG00000279221,ENSG00000266840,ENSG00000150637,ENSG00000176225,ENSG00000287646,ENSG00000170677,ENSG00000266258,ENSG00000266304,ENSG00000266278,ENSG00000265698,ENSG00000214255,ENSG00000288828,ENSG00000278971,ENSG00000286642,ENSG00000239748,ENSG00000263417,ENSG00000265781,ENSG00000265639,ENSG00000287693,ENSG00000265484,ENSG00000263733
213	1	ENSG00000265843,ENSG00000264334,ENSG00000199728,ENSG00000266213,ENSG00000265644,ENSG00000265378,ENSG00000201723,ENSG00000266273,ENSG00000266586,ENSG00000265101,ENSG00000287758,ENSG00000263146,ENSG00000256463,ENSG00000166377,ENSG00000279416,ENSG00000267655,ENSG00000279474,ENSG00000286245,ENSG00000267628,ENSG00000267015,ENSG00000279077,ENSG00000131196,ENSG00000279637,ENSG00000286186,ENSG00000275186,ENSG00000279981,ENSG00000279397,ENSG00000286296,ENSG00000267287,ENSG00000267409,ENSG00000178412,ENSG00000274828,ENSG00000060069,ENSG00000266901,ENSG00000266924,ENSG00000267780,ENSG00000178342,ENSG00000278075,ENSG00000122490,ENSG00000287879,ENSG00000226742,ENSG00000141759,ENSG00000267127,ENSG00000101546,ENSG00000261126,ENSG00000266909,ENSG00000101544,ENSG00000267270,ENSG00000178184,ENSG00000278000,ENSG00000267251
