targetId	diseaseId	drugId	clinicalPhase	clinicalStatus	diseaseFromSource	isApproved	isComplex	actionType	mechanismOfAction	references	targetName	targetType	target	chemblId	phenotype_id
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL570015	2.0	Completed				INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['21205923', '21205924', '32226383'], source='PubMed', urls=['http://europepmc.org/abstract/MED/21205923', 'http://europepmc.org/abstract/MED/21205924', 'http://europepmc.org/abstract/MED/32226383'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL570015	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL1370561	4.0		asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL1370561	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0		chronic asthma	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0			True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0			True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0004979	CHEMBL190	4.0			True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000087085	EFO_0003756	CHEMBL502	2.0	Terminated	Autism Spectrum Disorders			INHIBITOR	Acetylcholinesterase inhibitor	[Row(ids=['setid=2b1b7b5f-2f20-418c-b1ac-794c2ef1ce5e'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2b1b7b5f-2f20-418c-b1ac-794c2ef1ce5e'])]	Acetylcholinesterase	single protein	ENSG00000087085	CHEMBL502	ENSG00000087085
ENSG00000087085	EFO_0003756	CHEMBL502	2.0	Terminated	Autism Spectrum Disorder			INHIBITOR	Acetylcholinesterase inhibitor	[Row(ids=['setid=2b1b7b5f-2f20-418c-b1ac-794c2ef1ce5e'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2b1b7b5f-2f20-418c-b1ac-794c2ef1ce5e'])]	Acetylcholinesterase	single protein	ENSG00000087085	CHEMBL502	ENSG00000087085
ENSG00000096968	EFO_0001068	CHEMBL1795071	1.0	Completed	Malaria			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2012/202192s001lbl.pdf', 'label/2012/202192s001lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1795071	ENSG00000096968
ENSG00000096968	EFO_0001068	CHEMBL1789941	1.0	Completed	Malaria			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2012/202192s001lbl.pdf', 'label/2012/202192s001lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1789941	ENSG00000096968
ENSG00000096968	EFO_0005537	CHEMBL1795071	1.0	Completed	Triple-Negative Breast Carcinoma			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2012/202192s001lbl.pdf', 'label/2012/202192s001lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1795071	ENSG00000096968
ENSG00000096968	EFO_0005537	CHEMBL1789941	1.0	Completed	Triple-Negative Breast Carcinoma			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2012/202192s001lbl.pdf', 'label/2012/202192s001lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1789941	ENSG00000096968
ENSG00000111424	EFO_0000565	CHEMBL1536	3.0	Completed	Leukemia	False	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['16949927', '17218095', '17519354'], source='PubMed', urls=['http://europepmc.org/abstract/MED/16949927', 'http://europepmc.org/abstract/MED/17218095', 'http://europepmc.org/abstract/MED/17519354'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1536	ENSG00000111424
ENSG00000111424	EFO_0003944	CHEMBL1042	1.0	Unknown status	Tibial Fracture			AGONIST	Vitamin D receptor agonist	[Row(ids=['15503649', '20435140'], source='PubMed', urls=['http://europepmc.org/abstract/MED/15503649', 'http://europepmc.org/abstract/MED/20435140'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1042	ENSG00000111424
ENSG00000111424	EFO_0004272	CHEMBL1042	4.0			True	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['15503649', '20435140'], source='PubMed', urls=['http://europepmc.org/abstract/MED/15503649', 'http://europepmc.org/abstract/MED/20435140'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1042	ENSG00000111424
ENSG00000111424	EFO_0004272	CHEMBL1042	4.0			True	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['15503649', '20435140'], source='PubMed', urls=['http://europepmc.org/abstract/MED/15503649', 'http://europepmc.org/abstract/MED/20435140'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1042	ENSG00000111424
ENSG00000111424	EFO_0004272	CHEMBL1042	4.0			True	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['15503649', '20435140'], source='PubMed', urls=['http://europepmc.org/abstract/MED/15503649', 'http://europepmc.org/abstract/MED/20435140'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1042	ENSG00000111424
ENSG00000115232	HP_0002140	CHEMBL1201607	2.0	Completed	Acute Ischemic Stroke			INHIBITOR	Integrin alpha-4/beta-1 inhibitor	[Row(ids=['setid=c5fdde91-1989-4dd2-9129-4f3323ea2962', 'setid=c5fdde91-1989-4dd2-9129-4f3323ea2962'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c5fdde91-1989-4dd2-9129-4f3323ea2962', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c5fdde91-1989-4dd2-9129-4f3323ea2962'])]	Integrin alpha-4/beta-1	protein complex	ENSG00000115232	CHEMBL1201607	ENSG00000115232
